Timestamp,MemTotal,MemFree,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),SwapTotal,SwapFree,AnonPages,Mapped,Shmem,CommitLimit,Committed_AS
2024-11-19 20:12:57,1858332,41144,312,209240,15064,981920,366560,929428,309364,52492,57196,520908,365180,1238200,142000,612,1450072,23979808
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:12:58,1858332,40596,312,209240,15064,982020,366596,929528,309364,52492,57232,520908,365180,1238332,142000,612,1450072,23979876
2024-11-19 20:13:00,1858332,35104,412,207048,15072,996224,357892,935500,311008,60724,46884,520908,365236,1246084,146856,612,1450072,24093064
2024-11-19 20:13:02,1858332,34068,412,207744,15072,996336,358556,935612,310976,60724,47580,520908,365236,1246100,146692,612,1450072,24093076
2024-11-19 20:13:04,1858332,40468,412,207604,15040,986468,362568,929144,311728,57324,50840,520908,365084,1240208,146960,612,1450072,24092996
2024-11-19 20:13:06,1858332,40580,412,207604,15040,986344,362568,929020,311728,57324,50840,520908,365084,1240112,146960,612,1450072,24092940
2024-11-19 20:13:08,1858332,40740,412,207604,15040,986412,362572,929088,311732,57324,50840,520908,365088,1240244,146960,612,1450072,24092948
2024-11-19 20:13:10,1858332,40128,412,207604,15040,986624,362572,929300,311732,57324,50840,520908,365088,1240384,146960,612,1450072,24092940
2024-11-19 20:13:13,1858332,40248,412,207604,15040,986788,362580,929464,311740,57324,50840,520908,365100,1240636,146960,612,1450072,24092956
2024-11-19 20:13:15,1858332,40324,412,207604,15040,987044,362572,929720,311732,57324,50840,520908,365100,1240828,146976,612,1450072,24093064
2024-11-19 20:13:17,1858332,39920,412,207604,15040,987036,362580,929712,311740,57324,50840,520908,365108,1240800,146788,612,1450072,24093052
2024-11-19 20:13:19,1858332,39528,412,207636,15040,987648,362616,930324,311744,57324,50872,520908,365116,1241476,146972,612,1450072,24092952
2024-11-19 20:13:22,1858332,38928,412,207636,15040,987668,362600,930344,311728,57324,50872,520908,365116,1241476,146972,612,1450072,24092952
2024-11-19 20:13:24,1858332,38848,412,207636,15040,987744,362600,930420,311728,57324,50872,520908,365116,1241540,146972,612,1450072,24093052
2024-11-19 20:13:26,1858332,37196,508,209556,15036,988068,364652,930700,311808,57368,52844,520908,365200,1241968,146820,612,1450072,24093092
2024-11-19 20:13:28,1858332,36680,508,209556,15036,988280,364652,930912,311808,57368,52844,520908,365200,1242236,146984,612,1450072,24092940
2024-11-19 20:13:30,1858332,36376,516,209548,15036,988172,364652,930804,311808,57368,52844,520908,365200,1242236,146984,612,1450072,24092940
2024-11-19 20:13:33,1858332,36756,516,209556,15036,988304,364660,930936,311808,57368,52852,520908,365200,1242060,146984,612,1450072,24092916
2024-11-19 20:13:35,1858332,36552,516,209556,15036,988792,364660,931424,311808,57368,52852,520908,365200,1242796,146908,612,1450072,24092964
2024-11-19 20:13:37,1858332,36712,516,209556,15036,988556,364660,931188,311808,57368,52852,520908,365200,1242556,146800,612,1450072,24092760
2024-11-19 20:13:40,1858332,36576,516,209556,15036,989008,364664,931640,311812,57368,52852,520908,365204,1243008,146992,612,1450072,24092804
2024-11-19 20:13:43,1858332,36120,516,209556,15036,989032,364664,931664,311812,57368,52852,520908,365204,1242972,146984,612,1450072,24093032
2024-11-19 20:13:45,1858332,36284,516,209556,15036,989164,364664,931796,311812,57368,52852,520908,365204,1242920,146820,612,1450072,24092936
2024-11-19 20:13:48,1858332,36188,516,209556,15036,989288,364664,931920,311812,57368,52852,520908,365204,1243048,146800,612,1450072,24092980
2024-11-19 20:13:50,1858332,36004,516,209556,15036,989500,364664,932132,311812,57368,52852,520908,365204,1243352,147028,612,1450072,24092936
2024-11-19 20:13:53,1858332,35624,516,209372,15036,989896,364664,932716,311812,57180,52852,520908,365192,1244012,146992,612,1450072,24093044
2024-11-19 20:13:56,1858332,37696,516,206524,14956,987156,364056,933028,310996,54128,53060,520908,364968,1243700,146984,612,1450072,24092820
2024-11-19 20:13:58,1858332,37320,516,206524,14956,987344,364044,933216,310984,54128,53060,520908,364976,1243784,146984,612,1450072,24092864
2024-11-19 20:14:00,1858332,37320,516,206524,14956,987608,364044,933480,310984,54128,53060,520908,364976,1243956,146984,612,1450072,24084760
2024-11-19 20:14:02,1858332,37328,516,206524,14956,987656,364044,933528,310984,54128,53060,520908,364976,1243876,146984,612,1450072,24093084
2024-11-19 20:14:04,1858332,37016,516,206524,14956,987668,364044,933540,310984,54128,53060,520908,364976,1243892,146984,612,1450072,24093096
2024-11-19 20:14:06,1858332,36908,516,206524,14956,987928,364044,933800,310984,54128,53060,520908,364976,1244168,146984,612,1450072,24092980
2024-11-19 20:14:08,1858332,36840,516,206524,14956,987928,364044,933800,310984,54128,53060,520908,364976,1244152,146984,612,1450072,24093084
2024-11-19 20:14:10,1858332,36460,516,206524,14956,988540,364044,934412,310984,54128,53060,520908,364976,1244816,146800,612,1450072,24093108
2024-11-19 20:14:12,1858332,36440,516,206524,14956,988388,364048,934260,310988,54128,53060,520908,364980,1244808,146984,612,1450072,24093096
2024-11-19 20:14:14,1858332,36324,516,206524,14956,988756,364048,934628,310988,54128,53060,520908,364980,1245080,146984,612,1450072,24093096
2024-11-19 20:14:16,1858332,36500,516,206524,14956,988612,364048,934484,310988,54128,53060,520908,364980,1245048,146984,612,1450072,24092996
2024-11-19 20:14:19,1858332,37120,516,206524,14956,988980,364044,934844,310992,54136,53052,520908,364984,1245304,146964,612,1450072,24093096
