Timestamp,MemTotal,MemFree,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),SwapTotal,SwapFree,AnonPages,Mapped,Shmem,CommitLimit,Committed_AS
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:39,1858332,1014276,924,333344,18696,84080,278692,48748,79768,35332,198924,520908,364788,126724,142556,724,1450072,24106056
2024-11-20 04:32:41,1858332,937404,1168,377264,18700,125408,313412,82000,78460,43408,234952,520908,364840,159088,153088,724,1450072,24301336
2024-11-20 04:32:44,1858332,912976,1168,377432,18700,149464,313620,106056,78432,43408,235188,520908,364840,182940,153532,724,1450072,24324376
2024-11-20 04:32:46,1858332,540696,1168,549400,18700,349052,485692,305644,78424,43408,407268,520908,364840,382648,153552,724,1450072,25121984
2024-11-20 04:32:48,1858332,33044,376,477792,18648,911104,429820,722248,240904,188856,188916,520908,364440,961324,148380,724,1450072,25122220
2024-11-20 04:32:50,1858332,34360,144,178740,18648,1012860,336700,974288,296284,38572,40416,520908,364460,1268800,139384,720,1450072,20282388
2024-11-20 04:32:52,1858332,40584,228,184708,18132,996360,358860,952504,317868,43856,40992,520908,362776,1268172,137284,668,1450072,20381660
2024-11-20 04:32:55,1858332,43744,228,186576,18136,998132,355424,954160,312500,43972,42924,520908,362860,1264664,137160,668,1450072,20282408
2024-11-20 04:32:57,1858332,35408,228,195756,18056,993396,368404,949424,316352,43972,52052,520908,361880,1264008,137628,668,1450072,20282528
2024-11-20 04:32:59,1858332,35248,236,195756,18056,993624,368304,949652,316192,43972,52112,520908,361880,1263924,137504,668,1450072,20282520
2024-11-20 04:33:02,1858332,35564,204,196208,17656,993048,368612,949016,316328,44032,52284,520908,360612,1263708,139160,668,1450072,22202536
2024-11-20 04:33:04,1858332,35608,204,196300,17656,993384,368668,949240,316228,44144,52440,520908,360612,1263688,139316,664,1450072,22202568
2024-11-20 04:33:06,1858332,37448,192,194172,17656,993448,366840,949304,316436,44144,50404,520908,360608,1263956,139556,664,1450072,22202504
2024-11-20 04:33:09,1858332,37732,192,194216,17656,993660,366040,949516,315680,44144,50360,520908,360616,1263388,139528,664,1450072,22202376
2024-11-20 04:33:11,1858332,35744,196,192736,17660,995152,366004,951008,317072,44144,48932,520908,360640,1266444,140632,664,1450072,24123820
2024-11-20 04:33:13,1858332,43140,212,191200,17712,992188,363816,946604,317892,45584,45924,520908,360788,1262556,137056,664,1450072,20282400
2024-11-20 04:33:15,1858332,43068,212,191200,17712,992592,363816,947008,317892,45584,45924,520908,360788,1262896,137328,664,1450072,20282420
