Timestamp,MemTotal,MemFree,Buffers,Cached,SwapCached,Active,Inactive,Active(anon),Inactive(anon),Active(file),Inactive(file),SwapTotal,SwapFree,AnonPages,Mapped,Shmem,CommitLimit,Committed_AS
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:28,1858332,130088,1072,1188580,15824,259252,973448,107404,35792,151848,937656,520908,367924,141856,517888,580,1450072,26036184
2024-11-19 19:06:30,1858332,126352,1332,1196668,14812,661324,586700,112512,37672,548812,549028,520908,367992,149600,872488,580,1450072,26140360
2024-11-19 19:06:32,1858332,123992,1116,1200260,14812,661700,589468,112232,37508,549468,551960,520908,367992,149316,907736,580,1450072,26140356
2024-11-19 19:06:34,1858332,124412,164,1200804,14812,661580,588832,112116,37624,549464,551208,520908,367992,149272,912640,580,1450072,26140364
2024-11-19 19:06:37,1858332,129524,172,1208952,14816,660980,592276,106848,37440,554132,554836,520908,368016,143780,904960,580,1450072,26140220
2024-11-19 19:06:39,1858332,127560,172,1211916,14816,661500,594808,106748,37400,554752,557408,520908,368016,143744,903120,580,1450072,26140256
2024-11-19 19:06:41,1858332,128388,168,1211400,14812,662216,593480,106960,37376,555256,556104,520908,368016,143720,899180,580,1450072,26140144
2024-11-19 19:06:43,1858332,128776,176,1210888,14812,662100,593088,106960,37336,555140,555752,520908,368016,143868,896452,580,1450072,26139992
2024-11-19 19:06:45,1858332,127900,180,1211564,14812,662552,593536,107308,37292,555244,556244,520908,368016,144244,894320,580,1450072,26140248
2024-11-19 19:06:47,1858332,128988,180,1210224,14812,662344,592796,107468,37264,554876,555532,520908,368016,144072,890912,580,1450072,26140468
2024-11-19 19:06:49,1858332,128180,184,1210708,14812,662144,593492,107556,37240,554588,556252,520908,368016,144460,889140,580,1450072,26140448
2024-11-19 19:06:51,1858332,129440,192,1209876,14812,662608,592280,107752,37208,554856,555072,520908,368016,144564,888076,580,1450072,26140416
2024-11-19 19:06:53,1858332,128320,192,1210384,14812,663140,592572,108128,37176,555012,555396,520908,368016,144780,888732,580,1450072,26140396
